Time Structure Coil B-Sheet B-Bridge Bend Turn A-Helix 5-Helix 3-Helix
    2.29   284   100    34    10    41    46   194     0    15
   2.295   274   100    38     8    42    39   189     5    19
     2.3   277   100    41     6    43    42   188     5    15
   2.305   284    98    41     7    35    47   189     0    23
    2.31   278   100    36     9    38    42   191     5    19
   2.315   267   105    34     7    42    43   183     5    21
    2.32   268   101    38     8    46    38   184    10    15
   2.325   275   100    34    10    44    42   189     5    16
    2.33   271    98    37     9    47    40   185     5    19
   2.335   281    95    38    10    47    40   193     5    12
    2.34   277   100    39     6    50    41   191     0    13
   2.345   268    96    34    10    49    40   184     5    22
    2.35   269   100    36     8    45    34   191     5    21
   2.355   275   100    37     8    44    34   196     0    21
    2.36   272   100    36     7    46    39   190     5    17
   2.365   271    96    34    10    48    38   189     5    20
    2.37   268   101    34    10    43    37   187     5    23
   2.375   267   102    28    11    48    39   189     5    18
    2.38   277   100    36     9    41    49   183    10    12
   2.385   282   103    38     8    39    45   191     0    16
    2.39   268    96    35    10    51    43   180    10    15
   2.395   282   101    34     7    45    47   194     0    12
     2.4   274   101    36     6    41    45   187     5    19
   2.405   280   100    41     6    37    41   192     0    23
    2.41   268   101    36     6    48    39   187     5    18
   2.415   273   101    34     9    46    36   194     5    15
    2.42   277   103    34     8    43    40   195     0    17
   2.425   276    97    38     8    44    43   187     5    18
    2.43   284    99    35     8    46    47   194     5     6
   2.435   278   101    36    11    43    39   192     0    18
    2.44   281    97    40     8    45    46   187     5    12
   2.445   273   104    37     6    42    41   189     5    16
    2.45   278    99    36    10    43    45   187     5    15
   2.455   275   100    37     6    47    48   184     5    13
    2.46   271   109    30     8    43    42   191     5    12
   2.465   277    98    38     8    47    42   189     5    13
    2.47   280   101    37     8    38    42   193     5    16
   2.475   272   100    36     7    50    40   189     5    13
    2.48   273   100    36     9    44    44   184     5    18
   2.485   274   102    36     8    43    39   191     5    16
    2.49   277    98    37    10    45    41   189     5    15
   2.495   274   101    38     8    47    42   186     5    13
     2.5   277   105    35     8    34    42   192     5    19
   2.505   280   101    39     6    41    40   195     0    18
    2.51   272    98    41     4    47    40   187     5    18
   2.515   284    92    44     6    43    47   187     5    16
    2.52   286    99    44     4    40    45   193     5    10
   2.525   294    99    44     6    37    52   192     0    10
    2.53   280    97    42     6    45    46   186     5    13
   2.535   272    99    38     8    46    43   183     5    18
    2.54   275   101    38     8    40    47   182     5    19
   2.545   274    99    38     8    43    46   182     5    19
    2.55   281   102    38     8    44    50   185     0    13
   2.555   256   106    33     7    51    29   187     5    22
    2.56   275    99    35     8    48    41   191     5    13
   2.565   276   101    38     8    41    46   184     5    17
    2.57   278    97    39     8    42    49   182     5    18
   2.575   270   104    33     9    44    37   191     0    22
    2.58   277   101    39     8    42    45   185     5    15
   2.585   277    98    38     8    41    51   180     5    19
    2.59   281   102    38    10    42    46   187     0    15
   2.595   281    94    39    10    47    40   192     0    18
     2.6   285    99    38    10    39    52   185     0    17
   2.605   272    99    39     6    44    45   182     5    20
    2.61   276   102    38     6    42    48   184     5    15
   2.615   274    97    40     8    46    42   184     5    18
    2.62   270   101    39     6    49    41   184     5    15
   2.625   282    96    40     9    44    49   184     5    13
    2.63   276   103    33    12    37    47   184     5    19
   2.635   273   101    39     6    45    38   190     5    16
    2.64   287   100    39     8    39    53   187     5     9
   2.645   282    92    40    11    43    44   187     5    18
    2.65   271    99    39     8    46    40   184     5    19
   2.655   274    99    38     8    41    45   183    10    16
    2.66   274    95    39     8    44    41   186     5    22
   2.665   269   103    33     7    47    42   187     5    16
    2.67   273   100    38     6    44    44   185     5    18
   2.675   272   106    32     7    44    54   179     5    13
    2.68   270   104    33     9    45    44   184     5    16
   2.685   275   101    35     8    43    50   182     5    16
    2.69   275   101    38     6    41    49   182     5    18
   2.695   283    94    38     9    46    53   183     5    12
     2.7   276    99    38     6    45    46   186     5    15
   2.705   279    97    39     8    41    45   187     5    18
    2.71   286   101    33     9    42    60   184     5     6
   2.715   271   104    30    11    41    46   184     5    19
    2.72   279   102    33    10    40    46   190     0    19
   2.725   285    96    38     9    45    56   182     5     9
    2.73   275    95    39     8    47    47   181     5    18
   2.735   274    98    38     7    48    44   185     5    15
    2.74   272   102    33     9    43    44   186     5    18
   2.745   275    97    38     8    45    47   182     5    18
    2.75   281    97    38     8    44    50   185     5    13
   2.755   282    97    43     6    39    58   175    10    12
    2.76   280    96    37     9    40    53   181     5    19
   2.765   273    92    42     4    51    44   183     5    19
    2.77   282    96    39     8    49    45   190     0    13
   2.775   281    98    39     8    43    49   185     5    13
    2.78   262    96    38     6    52    40   178     5    25
   2.785   285    97    38     6    49    47   194     0     9
    2.79   279    97    40     7    43    44   188     5    16
   2.795   284    93    39     8    46    49   188     5    12
     2.8   270    97    37     8    46    38   187     5    22
   2.805   272   100    33    10    44    47   182     5    19
    2.81   275    98    36     8    44    49   182     5    18
   2.815   272   103    37     6    44    40   189     5    16
    2.82   279    97    43     6    45    42   188    10     9
   2.825   287    95    39    10    44    51   187     5     9
    2.83   273    96    39     8    40    51   175    15    16
   2.835   274    98    39     8    46    39   188    10    12
    2.84   269    99    40     6    52    40   183     5    15
   2.845   278    95    40     6    43    49   183     5    19
    2.85   276    98    39    10    39    51   176     5    22
   2.855   271   100    32     8    54    43   188     0    15
    2.86   280    93    41     8    44    48   183     5    18
   2.865   268   101    33     7    50    43   185     5    16
    2.87   273   103    37     6    45    45   185     5    14
   2.875   275    98    36     9    42    44   186     5    20
    2.88   277    99    38    10    41    53   176     5    18
   2.885   268    99    36     8    49    40   184     5    19
    2.89   270   101    37     6    50    39   188     0    19
   2.895   269    97    38     8    48    43   180     5    21
     2.9   279    95    37     9    45    46   187     5    16
